Index;Season;Episode;Episode_name;Character_name;Type_Dialogue;Dialogue
1477;1;7;To Your House;Nijika Ijichi;Talk;But wow, she really went all-out with the decorations!
1478;1;7;To Your House;Ikuyo Kita;Talk;There's nothing here besides the guitar and effects unit, though.
1479;1;7;To Your House;Nijika Ijichi;Talk;Yeah...
1480;1;7;To Your House;Ikuyo Kita;Talk;I just assumed her room would have a bit more of a rock feel to— Is this... rock?
1481;1;7;To Your House;Nijika Ijichi;Talk;Yeah, it's pretty rock! I w-wonder if there's anything else rock about i— Ow!
1482;1;7;To Your House;Ikuyo Kita;Talk;Huh? Why does she have so many copies of our ProPho?
1483;1;7;To Your House;Nijika Ijichi;Talk;I don't know what's going on, but it seems pretty darn rock!
1484;1;7;To Your House;Futari Gotou;Talk;She's got blown-up ones too! She had this picture stuck up all over her room. She said she really liked it! But Mom told her to take them down because they were hurting her eyes. And we put those seals up when Sis was possessed before! That should just about cover it!
1485;1;7;To Your House;Ikuyo Kita;Talk;Wait, are you Gotoh-san's sister?
1486;1;7;To Your House;Futari Gotou;Talk;Yes! A pleasure to meet you. I'm Futari Gotoh. The dog's Jimihen.
1487;1;7;To Your House;Hitori Gotou;Inner Voice;I hope barley tea's okay. Or would they prefer a trendier drink?
1488;1;7;To Your House;Nijika Ijichi;Talk;So cute!
1489;1;7;To Your House;Ikuyo Kita;Talk;So cute!
1490;1;7;To Your House;Hitori Gotou;Talk;Sorry to keep you guys wa—
1491;1;7;To Your House;Futari Gotou;Talk;Hey, will you play the Munions song on guitar?
1492;1;7;To Your House;Ikuyo Kita;Talk;I'll practice so I can do it the next time I come by.
1493;1;7;To Your House;Futari Gotou;Talk;You gotta! When's the next time you come by?
1494;1;7;To Your House;Hitori Gotou;Inner Voice;I-Is this...
1495;1;7;To Your House;Nijika Ijichi;Talk;Jimihen's a friendly little guy!
1496;1;7;To Your House;Hitori Gotou;Inner Voice;Th-They're getting along so well, there's no room left for me...
1497;1;7;To Your House;Nijika Ijichi;Talk;Huh? Bocchi-chan?
1498;1;7;To Your House;Ikuyo Kita;Talk;Gotoh-san?
1499;1;7;To Your House;Hitori Gotou;Inner Voice;A five-year-old and a dog have better social skills than me.
1500;1;7;To Your House;Futari Gotou;Talk;Sis is frozen up again.
1501;1;7;To Your House;Hitori Gotou;Talk;F-Futari. Wh-What are you doing here? Wh-Where are Mom and Dad?
1502;1;7;To Your House;Futari Gotou;Talk;Shopping.
1503;1;7;To Your House;Hitori Gotou;Talk;I-I-I've got grown-up things to talk about, so please go play with Jimihen.
1504;1;7;To Your House;Futari Gotou;Talk;Aw, no fun!
1505;1;7;To Your House;Ikuyo Kita;Talk;I don't mind having Futari-chan here.
1506;1;7;To Your House;Nijika Ijichi;Talk;Yeah, same!
1507;1;7;To Your House;Hitori Gotou;Talk;Y-Y-Y-You can't! I c-c-can't whoop it up if my sister's here!
1508;1;7;To Your House;Nijika Ijichi;Talk;Bocchi-chan, you've been whooping it up with us all this time?
1509;1;7;To Your House;Hitori Gotou;Talk;I beg of you! Please go play with Jimihen! You can have an ice pop from the freezer.
1510;1;7;To Your House;Futari Gotou;Talk;Well, it is what it is!
1511;1;7;To Your House;Ikuyo Kita;Talk;You've got such a sisterly bond!
1512;1;7;To Your House;Nijika Ijichi;Talk;How did you get that from what just happened?
1513;1;7;To Your House;Nijika Ijichi;Talk;Now, let's design those T-shirts! Feel free to use these!
1514;1;7;To Your House;Ikuyo Kita;Talk;Okay!
1515;1;7;To Your House;Hitori Gotou;Talk;Okay...
1516;1;7;To Your House;Nijika Ijichi;Talk;We could just slap our logo on there, but I'd love to sell the shirts as merch, too!
1517;1;7;To Your House;Hitori Gotou;Inner Voice;N-Nijika-chan is so hungry for merch!
1518;1;7;To Your House;Nijika Ijichi;Talk;So if you have any other great ideas, I might use those as well!
1519;1;7;To Your House;Ikuyo Kita;Talk;Okay! Let's do our best, Gotoh-san!
1520;1;7;To Your House;Hitori Gotou;Talk;R-Right!
1521;1;7;To Your House;Hitori Gotou;Inner Voice;R-Right! I have to impress the others for once!
1522;1;7;To Your House;Nijika Ijichi;Talk;C'mon, take that stuff off before you try to look serious!
1523;1;7;To Your House;Naoki Gotou;Talk;What? They really came?
1524;1;7;To Your House;Michiyo Gotou;Talk;Really? For real?
1525;1;7;To Your House;Futari Gotou;Talk;Yeah!
1526;1;7;To Your House;Michiyo Gotou;Talk;These friends aren't just the imaginary kind?
1527;1;7;To Your House;Futari Gotou;Talk;Yeah, yeah!
1528;1;7;To Your House;Ikuyo Kita;Talk;All done!
1529;1;7;To Your House;Nijika Ijichi;Talk;Let me see!
1530;1;7;To Your House;Ikuyo Kita;Talk;The concept is friendship, effort, and victory!
1531;1;7;To Your House;Nijika Ijichi;Talk;It's not a dang sports festival!
1532;1;7;To Your House;Ikuyo Kita;Talk;Aw, but I think it's cute!
1533;1;7;To Your House;Nijika Ijichi;Talk;Hang on. What are we winning at? I'm not sure how "victory" applies to a concert...
1534;1;7;To Your House;Ikuyo Kita;Talk;Um... vibes!
1535;1;7;To Your House;Nijika Ijichi;Talk;Vibes?
1536;1;7;To Your House;Ikuyo Kita;Talk;I just think wearing these would really get us feeling like a unit! Right, Gotoh-sa—
1537;1;7;To Your House;Hitori Gotou;Talk;C-Class unity...
1538;1;7;To Your House;Nijika Ijichi;Talk;Bocchi-chan! Is the idea of a sports festival that traumatic for you?!
1539;1;7;To Your House;Hitori Gotou;Inner Voice;The sports festival: the number one-source of school trauma for introverts. School Trauma Sources for Introverts 1st Place (Based on Japanese Introvert Society Poll) A heinous ritual in which those with no athletic ability are shunned, and even their right to exist is stripped away. Not only during school hours, but afterward too, they are forced to perform slave labor, creating banners and practicing cheers! One for all! All for one! One for all! All for one! An entire month's torturous existence living for naught but the sports festival! One for all! All for one!
1540;1;7;To Your House;Ikuyo Kita;Talk;Looks like Gotoh-san melted.
1541;1;7;To Your House;Nijika Ijichi;Talk;It sure is hot today!
1542;1;7;To Your House;Post-Apocalypse Classmates;Imagination;No cooperation, no life!
1543;1;7;To Your House;Hitori Gotou;Inner Voice;But the true terror lurking behind every sports festival...
1544;1;7;To Your House;Nijika Ijichi;Talk;Wow, this week's Bocchi Time lasted through the whole commercial break!
1545;1;7;To Your House;Ikuyo Kita;Talk;Did I do something wrong?
1546;1;7;To Your House;Nijika Ijichi;Talk;You've really put your foot in it now, Kita-chan!
1547;1;7;To Your House;Ikuyo Kita;Talk;What? Come back, Gotoh-san!
1548;1;7;To Your House;Post-Apocalypse Classmates;Imagination;No cooperation, no life!
1549;1;7;To Your House;Hitori Gotou;Inner Voice;A place in which introverts are constantly underfoot, but if they just sit quietly in a corner, they're persecuted for not being team players!
1550;1;7;To Your House;Post-Apocalypse Hooligan;Imagination;Death to those who bring down the sports festival mood!
1551;1;7;To Your House;Post-Apocalypse Classmates;Imagination;No cooperation, no life! No cooperation, no life!
1552;1;7;To Your House;Futari Gotou;Talk;See? They really exist!
1553;1;7;To Your House;Ikuyo Kita;Talk;Hello!
1554;1;7;To Your House;Nijika Ijichi;Talk;Thanks for having us!
1555;1;7;To Your House;Naoki Gotou;Talk;Isn't it wonderful? I never imagined Hitori would have real friends over!
1556;1;7;To Your House;Michiyo Gotou;Talk;Eat your fill, all right?
1557;1;7;To Your House;Nijika Ijichi;Talk;Sure!
1558;1;7;To Your House;Ikuyo Kita;Talk;Thanks so much!
1559;1;7;To Your House;Naoki Gotou;Talk;You let Hitori join your band, right?
1560;1;7;To Your House;Ikuyo Kita;Talk;Yes.
1561;1;7;To Your House;Nijika Ijichi;Talk;We didn't exactly "let" her join. I asked her to join, and she was willing to humor me.
1562;1;7;To Your House;Michiyo Gotou;Talk;Really?
1563;1;7;To Your House;Naoki Gotou;Talk;See? Music really brings people together! Right, Jimihen?
1564;1;7;To Your House;Michiyo Gotou;Talk;She doesn't cause too much trouble with her retreats into her own little world, does she?
1565;1;7;To Your House;Ikuyo Kita;Talk;Aw, that's no trouble at all!
1566;1;7;To Your House;Nijika Ijichi;Talk;Yeah! It's fun!
1567;1;7;To Your House;Michiyo Gotou;Talk;Nice to hear.
1568;1;7;To Your House;Naoki Gotou;Talk;Here, it's done.
1569;1;7;To Your House;Hitori Gotou;Inner Voice;The fact that I'm still upset about school festivals makes me realize I'm a downer even more, which made everything worse...
1570;1;7;To Your House;Michiyo Gotou;Talk;Karaage's done!
1571;1;7;To Your House;Ikuyo Kita;Talk;Wow, that looks good!
1572;1;7;To Your House;Nijika Ijichi;Talk;Wow, that looks good!
1573;1;7;To Your House;Naoki Gotou;Talk;That one is soy sauce with garlic, and this one is shio koji. And there's lemon and shichimi spice to taste.
1574;1;7;To Your House;Ikuyo Kita;Talk;Thanks!
1575;1;7;To Your House;Nijika Ijichi;Talk;Kita-chan, eat!
1576;1;7;To Your House;Ikuyo Kita;Talk;Okay!
1577;1;7;To Your House;Michiyo Gotou;Talk;When she said she had friends coming, I assumed they were imaginary or hallucinations, but then, she did have that picture...
1578;1;7;To Your House;Nijika Ijichi;Talk;Hallucinations?
1579;1;7;To Your House;Naoki Gotou;Talk;But of course, image editing software is pretty sophisticated these days...
1580;1;7;To Your House;Ikuyo Kita;Talk;Software?
1581;1;7;To Your House;Naoki Gotou;Talk;If I might ask, you're not from some kind of friend rental servi—
1582;1;7;To Your House;Nijika Ijichi;Talk;We're her bona fide bandmates!
1583;1;7;To Your House;Naoki Gotou;Talk;Oh, okay.
1584;1;7;To Your House;Hitori Gotou;Inner Voice;I can't say it doesn't sound like something I'd do... but hearing Mom and Dad's ideas about me is so...
1585;1;7;To Your House;Naoki Gotou;Talk;It's just that Hitori's never brought a friend home before.
1586;1;7;To Your House;Nijika Ijichi;Inner Voice;So Bocchi's like this even at home.
1587;1;7;To Your House;Michiyo Gotou;Talk;She's been so restless for days now. She said something about practicing decorating her room, put it all up, took it all down, and put it back up, over and over again.
1588;1;7;To Your House;Naoki Gotou;Talk;And she played a simulated game of Twister, just in case you played.
1589;1;7;To Your House;Hitori Gotou;Talk;M-Mom! Dad! You don't have to tell them all that stuff!
1590;1;7;To Your House;Michiyo Gotou;Talk;I'm glad we went shopping just in case!
1591;1;7;To Your House;Naoki Gotou;Talk;Okay, this is a day worth remembering! A friend-a-versary!
1592;1;7;To Your House;Futari Gotou;Talk;Friend-a-versity!
1593;1;7;To Your House;Hitori Gotou;Talk;C-Cut it out already!
1594;1;7;To Your House;Michiyo Gotou;Talk;That's right. The job she said she'd gotten...
1595;1;7;To Your House;Nijika Ijichi;Talk;Yeah, it's at my sister's club. Bocchi-chan mainly serves drinks to customers.
1596;1;7;To Your House;Naoki Gotou;Talk;T-To customers?!
1597;1;7;To Your House;Michiyo Gotou;Talk;T-To customers?!
1598;1;7;To Your House;Nijika Ijichi;Talk;Yeah!
1599;1;7;To Your House;Hitori Gotou;Inner Voice;It does feel pretty weird to have friends at my house...
1600;1;7;To Your House;Michiyo Gotou;Talk;Am I dreaming?
1601;1;7;To Your House;Naoki Gotou;Talk;Amazing. Music really does cause personal growth!
1602;1;7;To Your House;Michiyo Gotou;Talk;And you were having so much fun when we burst in like that! I'm so sorry.
1603;1;7;To Your House;Naoki Gotou;Talk;Maybe we should butt out?
1604;1;7;To Your House;Futari Gotou;Talk;Hey, hey, Kita-chan! What's this?
1605;1;7;To Your House;Ikuyo Kita;Talk;That's my favorite heartwarming movie!
1606;1;7;To Your House;Nijika Ijichi;Talk;I've always wanted to watch that one!
1607;1;7;To Your House;Michiyo Gotou;Talk;Wanna watch it all together?
1608;1;7;To Your House;Futari Gotou;Talk;Yes, please!
1609;1;7;To Your House;Naoki Gotou;Talk;Great idea! What fun!
1610;1;7;To Your House;Futari Gotou;Talk;Yeah! So fun! So fun! Yeah!
1611;1;7;To Your House;Hitori Gotou;Inner Voice;I don't know why, but... it feels kind of hard to go back in now...
1612;1;7;To Your House;Hitori Gotou;Inner Voice;We ended up watching the movie, playing games, and having nothing but fun.
1613;1;7;To Your House;Ikuyo Kita;Talk;Twister and Tycoon were so much fun to play!
1614;1;7;To Your House;Nijika Ijichi;Talk;Yeah! So much fun! And yet...
1615;1;7;To Your House;Ikuyo Kita;Talk;That's right! We still need to design our T-shirts for the concert. Oh, wait... Senpai! Gotoh-san's back to it!
1616;1;7;To Your House;Nijika Ijichi;Talk;Oh, I know why. Watching that heartwarming seishun movie has her back in a spiral.
1617;1;7;To Your House;Ikuyo Kita;Talk;I did it again?!
1618;1;7;To Your House;Hitori Gotou;Inner Voice;Heartwarming seishun movies: the number-one source of movie trauma for introverts, by genre. Traumatic Movie Genres for Introverts 1st Place (Based on Japanese Introvert Society Poll)
1619;1;7;To Your House;Nijika Ijichi;Talk;Bocchi-chan! We're running out of time! Snap out of it!
1620;1;7;To Your House;Hitori Gotou;Talk;A-An ordinary girl has two hot guys trying to win her heart... But if someone that cute is "ordinary," what hope is there for me?
1621;1;7;To Your House;Ikuyo Kita;Talk;Gotoh-san!
1622;1;7;To Your House;Nijika Ijichi;Talk;It's hopeless.
1623;1;7;To Your House;Nijika Ijichi;Talk;Ryo sent in a bunch of design ideas!
1624;1;7;To Your House;Ikuyo Kita;Talk;Let me see! I want to see!
1625;1;7;To Your House;Nijika Ijichi;Talk;C'mon! Look with us, Bocchi-chan! Wh-What in the world?
1626;1;7;To Your House;Ikuyo Kita;Talk;Curry? Now sushi...
1627;1;7;To Your House;Nijika Ijichi;Talk;I don't get it.
1628;1;7;To Your House;Ryo Yamada;Talk;Which should I have for dinner? Fried Rice Ramen Set
1629;1;7;To Your House;Nijika Ijichi;Talk;Make your own decisions!
1630;1;7;To Your House;Ikuyo Kita;Talk;I think curry's better!
1631;1;7;To Your House;Nijika Ijichi;Talk;Kita-chan, don't actually respond!
1632;1;7;To Your House;Hitori Gotou;Talk;E-Excuse me...
1633;1;7;To Your House;Nijika Ijichi;Talk;Hey, Bocchi-chan's back?
1634;1;7;To Your House;Hitori Gotou;Talk;Y-Yes... I thought you might like to see my design... What do you think?
1635;1;7;To Your House;Nijika Ijichi;Inner Voice;S-So lame!
1636;1;7;To Your House;Hitori Gotou;Talk;I-Is it too trendy?
1637;1;7;To Your House;Ikuyo Kita;Inner Voice;It's that mystery font I see on middle school boys' clothing all the time.
1638;1;7;To Your House;Hitori Gotou;Talk;I thought it would keep people focused on our clothing when we're playing.
1639;1;7;To Your House;Nijika Ijichi;Talk;Yeah, for several reasons.
1640;1;7;To Your House;Ikuyo Kita;Talk;What's the point of all the zippers and chains?
1641;1;7;To Your House;Hitori Gotou;Talk;I thought I could use the zippers to hold picks, and the chain could serve as a guitar strap.
1642;1;7;To Your House;Nijika Ijichi;Talk;Weirdly practical!
1643;1;7;To Your House;Hitori Gotou;Talk;So, can I assume we're all in on this one?
1644;1;7;To Your House;Ikuyo Kita;Talk;I'm not sure about that...
1645;1;7;To Your House;Nijika Ijichi;Talk;Is this what you like to wear normally?
1646;1;7;To Your House;Hitori Gotou;Talk;My mom buys my clothes, so no.
1647;1;7;To Your House;Nijika Ijichi;Talk;Oh, really?
1648;1;7;To Your House;Hitori Gotou;Talk;I've never worn any of them, though... They're not to my taste.
1649;1;7;To Your House;Nijika Ijichi;Talk;Aw, I wanna see!
1650;1;7;To Your House;Ikuyo Kita;Talk;Same! I've never seen you in anything but the tracksuit!
1651;1;7;To Your House;Nijika Ijichi;Talk;C'mon, please! Try one on!
1652;1;7;To Your House;Ikuyo Kita;Talk;Please! Please! Please! Please! Please!
1653;1;7;To Your House;Nijika Ijichi;Talk;Please! Please! Please! Please! Please!
1654;1;7;To Your House;Hitori Gotou;Talk;F-Fine...
1655;1;7;To Your House;Nijika Ijichi;Talk;Yeah!
1656;1;7;To Your House;Ikuyo Kita;Talk;Yeah!
1657;1;7;To Your House;Nijika Ijichi;Talk;She's so... C-Cute!
1658;1;7;To Your House;Ikuyo Kita;Talk;She's so... C-Cute! I love it! Look right this way!
1659;1;7;To Your House;Hitori Gotou;Talk;N-No pictures, please...
1660;1;7;To Your House;Nijika Ijichi;Talk;I knew it! Bocchi-chan's cute!
1661;1;7;To Your House;Ikuyo Kita;Talk;It's easy to forget, with how she usually is!
1662;1;7;To Your House;Hitori Gotou;Talk;U-Um... c-can I take it off now?
1663;1;7;To Your House;Ikuyo Kita;Talk;Wait, hang on!
1664;1;7;To Your House;Nijika Ijichi;Talk;I know! Let's brush back your bangs! That's what you need!
1665;1;7;To Your House;Ikuyo Kita;Talk;Are you growing them out?
1666;1;7;To Your House;Hitori Gotou;Talk;I j-just can't get to the salon, so they grow out...
1667;1;7;To Your House;Nijika Ijichi;Talk;Then I'll do some styling!
1668;1;7;To Your House;Hitori Gotou;Talk;N-No, thank you!
1669;1;7;To Your House;Nijika Ijichi;Talk;Aw, don't be shy! Bocchi-chan's turning to ash! Her body can't keep up with the sudden stress of her face being exposed! Bocchi-chan's... dead.
1670;1;7;To Your House;Ikuyo Kita;Talk;We'll have to find a new guitarist. Senpai! What's wrong?
1671;1;7;To Your House;Nijika Ijichi;Talk;I'm suddenly so dizzy... The room is so damp all of a sudden, like all the air's been sucked out of it... I breathed it in!
1672;1;7;To Your House;Ikuyo Kita;Talk;S-So did I!
1673;1;7;To Your House;Nijika Ijichi;Talk;I-It's no use. G-Going limp...
1674;1;7;To Your House;Ikuyo Kita;Talk;Is this... Gotoh-san's curse?
1675;1;7;To Your House;Michiyo Gotou;Talk;Would anyone like dessert?
1676;1;7;To Your House;Naoki Gotou;Talk;We've got the sweets Kita-chan brought—
1677;1;7;To Your House;Nijika Ijichi;Inner Voice;I'm sorry for trying to push through everything with positivity.
1678;1;7;To Your House;Ikuyo Kita;Inner Voice;I'm sorry I couldn't get good at guitar. I'm sorry for being too cute.
1679;1;7;To Your House;Futari Gotou;Talk;They're all acting like Sis!
1680;1;7;To Your House;Michiyo Gotou;Talk;Dear, the salt and the seals!
1681;1;7;To Your House;Naoki Gotou;Talk;Should I call that exorcist?
1682;1;7;To Your House;Nijika Ijichi;Message;You'll have to do the concert yourself.
1683;1;7;To Your House;Ryo Yamada;Talk;Why?
1684;1;7;To Your House;Nijika Ijichi;Talk;And so... Since nobody had any good ideas, we're going with my T-shirt design!
1685;1;7;To Your House;Ryo Yamada;Talk;Ta-dah.
1686;1;7;To Your House;Ikuyo Kita;Talk;I love it! Did you make this, Ijichi-senpai?!
1687;1;7;To Your House;Nijika Ijichi;Talk;I'm pretty good at the design stuff!
1688;1;7;To Your House;Hitori Gotou;Inner Voice;Then why didn't you just design it from the start?
1689;1;7;To Your House;Nijika Ijichi;Talk;Bocchi-chan. You look like you were just thinking, Then why didn't you just design it from the start?
1690;1;7;To Your House;Hitori Gotou;Inner Voice;Sh-She's psychic!
1691;1;7;To Your House;Nijika Ijichi;Talk;I'm getting pretty good at guessing what you're thinking lately!
1692;1;7;To Your House;Nijika Ijichi;Talk;Awesome! Our ties feel so much stronger now!
1693;1;7;To Your House;Ikuyo Kita;Talk;Yeah, I love it!
1694;1;7;To Your House;Ryo Yamada;Talk;The quality of the model helps.
1695;1;7;To Your House;Ikuyo Kita;Talk;Totally! Senpai, look right here!
1696;1;7;To Your House;Hitori Gotou;Inner Voice;This is pretty good, though. Two days to our concert. And we worked hard to make our ties feel...
1697;1;7;To Your House;Ikuyo Kita;Talk;Hey, looks like there's a typhoon on the way.
1698;1;7;To Your House;Nijika Ijichi;Talk;No way! This is the first I've heard of it!
1699;1;7;To Your House;Ryo Yamada;Talk;Summer weather is so fickle.
1700;1;7;To Your House;Nijika Ijichi;Talk;Seriously?
1701;1;7;To Your House;Hitori Gotou;Talk;B-But what about the concert?
1702;1;7;To Your House;Ryo Yamada;Talk;Should we make rain charms?
1703;1;7;To Your House;Nijika Ijichi;Talk;Yeah! That's our only choice! Your quota is ten each!
1704;1;7;To Your House;Hitori Gotou;Talk;R-Right!
1705;1;7;To Your House;Ikuyo Kita;Talk;Oh, it looks like it won't hit the Kanto region, though.
1706;1;7;To Your House;Nijika Ijichi;Talk;Oh, really? Whew, that's a relief!
1707;1;7;To Your House;Ikuyo Kita;Talk;I can't wait for the show!
1708;1;7;To Your House;Ryo Yamada;Talk;Yeah.
1709;1;7;To Your House;Nijika Ijichi;Talk;I think the new song's coming together pretty well!
1710;1;7;To Your House;Hitori Gotou;Talk;U-Um...
1711;1;7;To Your House;Ikuyo Kita;Talk;Yeah! We're all sounding awesome!
1712;1;7;To Your House;Nijika Ijichi;Talk;Okay, let's get practicing!
1713;1;7;To Your House;Hitori Gotou;Talk;Excuse me! Sh-Shouldn't we still make the rain charms? Just to be safe?
1714;1;7;To Your House;Nijika Ijichi;Talk;Yeah, sure! Better safe than sorry, right?
1715;1;7;To Your House;Ikuyo Kita;Talk;Totally!
1716;1;7;To Your House;Nijika Ijichi;Talk;I'll bring in what we need to make them.
1717;1;7;To Your House;Hitori Gotou;Talk;O-Okay!
1718;1;7;To Your House;Nijika Ijichi;Talk;I haven't made rain charms since elementary school!
1719;1;7;To Your House;Hitori Gotou;Inner Voice;I'm used to being negative, so I always assume the worst, but...
1720;1;7;To Your House;Ryo Yamada;Talk;Sorry, the five younger brothers I haven't seen since birth—
1721;1;7;To Your House;Nijika Ijichi;Talk;Stop acting above it! It was your idea! You okay, Bocchi-chan?
1722;1;7;To Your House;Hitori Gotou;Talk;Y-Y-Y-Y-Yes!
1723;1;7;To Your House;Hitori Gotou;Inner Voice;Y-Y-Y-Y-Yes! It'll be okay... I think.
1724;1;8;Bocchi the Rock;Hitori Gotou;Inner Voice;I hate it when I'm right.
1725;1;8;Bocchi the Rock;Seika Ijichi;Talk;Nijika and her friends made them.
1726;1;8;Bocchi the Rock;PA-san;Talk;But the typhoon still came in the end.
1727;1;8;Bocchi the Rock;Seika Ijichi;Talk;Well, it's not like rain charms actually affect the weather.
1728;1;8;Bocchi the Rock;PA-san;Talk;Even the people who bought tickets might not come at this rate. I hope they're not too heartbroken by the small crowd. They practiced so hard for this. I feel bad for them.
1729;1;8;Bocchi the Rock;Seika Ijichi;Talk;Real bands get screwed over by life all the time. They need to learn to make it through any situation.
1730;1;8;Bocchi the Rock;PA-san;Talk;I've got a handkerchief.
1731;1;8;Bocchi the Rock;Seika Ijichi;Talk;Oh, go away.
1732;1;8;Bocchi the Rock;Ikuyo Kita;Talk;Looks like my friends can't come either.
1733;1;8;Bocchi the Rock;Hitori Gotou;Talk;S-Same with my parents. M-My grandma was supposed to look after Futari, b-but now she can't come, so...
1734;1;8;Bocchi the Rock;Nijika Ijichi;Talk;Yeah. Makes sense...
1735;1;8;Bocchi the Rock;Ikuyo Kita;Talk;Our audience is going to be less than half of what we expected.
1736;1;8;Bocchi the Rock;Nijika Ijichi;Talk;Well, it is what it is! Let's take it in stride!
1737;1;8;Bocchi the Rock;Ikuyo Kita;Talk;Yes, of course!
1738;1;8;Bocchi the Rock;Hitori Gotou;Inner Voice;Nijika-chan always stays so cheerful, no matter what happens.
1739;1;8;Bocchi the Rock;Nijika Ijichi;Talk;C'mon, look alive there!
1740;1;8;Bocchi the Rock;Ryo Yamada;Talk;It's the low-pressure system. So sleepy...
1741;1;8;Bocchi the Rock;Hitori Gotou;Inner Voice;That's right. Even during the concert where I was just helping... She worked so hard to cheer me up when I was scared. O-Okay! For today's concert... I'm gonna bring the hype!
1742;1;8;Bocchi the Rock;Nijika Ijichi;Talk;Bocchi-chan, this is a serious concert. No messing around.
1743;1;8;Bocchi the Rock;Ikuyo Kita;Talk;You really like that outfit, huh?
1744;1;8;Bocchi the Rock;Hitori Gotou;Talk;Y-Yes...
1745;1;8;Bocchi the Rock;Kikuri Hiroi;Talk;Wow, look at that rain! Bocchi-chan, I'm here!
1746;1;8;Bocchi the Rock;Hitori Gotou;Talk;M-Ma'am!
1747;1;8;Bocchi the Rock;Seika Ijichi;Talk;Oh, you came here for Bocchi-chan?
1748;1;8;Bocchi the Rock;Kikuri Hiroi;Talk;Heck yeah! Yay!
1749;1;8;Bocchi the Rock;Hitori Gotou;Talk;Y-You know each other?
1750;1;8;Bocchi the Rock;Seika Ijichi;Talk;She was my junior in college.
1751;1;8;Bocchi the Rock;Kikuri Hiroi;Talk;Betcher havin' an afterparty tonight, right? Picked an izakaya yet?
1752;1;8;Bocchi the Rock;Seika Ijichi;Talk;You reek of booze!
1753;1;8;Bocchi the Rock;Kikuri Hiroi;Talk;I know a good one, 'kay? 'Kay?
1754;1;8;Bocchi the Rock;Seika Ijichi;Talk;How did you become even more of a pain in the ass?
1755;1;8;Bocchi the Rock;PA-san;Talk;She's got that pain-in-the-ass quality that college students have when they'd just learned something new.
1756;1;8;Bocchi the Rock;Seika Ijichi;Talk;And look at you! You're soaked!
1757;1;8;Bocchi the Rock;Bocchi's Fans;Talk;I'm so wet! Hitori-chan!
1758;1;8;Bocchi the Rock;Hitori Gotou;Talk;The girls from our street concert! Y-You really came?
1759;1;8;Bocchi the Rock;Bocchi's Fans;Talk;Of course we did! We're your fans! We'll be expecting a performance powerful enough to blow away the typhoon!
1760;1;8;Bocchi the Rock;Hitori Gotou;Inner Voice;Fans...
1761;1;8;Bocchi the Rock;Bocchi's Fans;Talk;Y-You are Hitori-chan, right? Did we have the wrong person?
1762;1;8;Bocchi the Rock;Hitori Gotou;Inner Voice;My fans!
1763;1;8;Bocchi the Rock;Guitar man;Talk;Congrats! Congrats! Congrats!
1764;1;8;Bocchi the Rock;Microphone man;Talk;Congrats! Congrats! Congrats!
1765;1;8;Bocchi the Rock;Hitori Gotou;Inner Voice;My fans!
1766;1;8;Bocchi the Rock;Bocchi's Fans;Talk;It is the wrong person!
1767;1;8;Bocchi the Rock;Ikuyo Kita;Talk;Looks like the rain's only going to get worse.
1768;1;8;Bocchi the Rock;Nijika Ijichi;Talk;Worse than this?
1769;1;8;Bocchi the Rock;Ikuyo Kita;Talk;Yes...
1770;1;8;Bocchi the Rock;Ryo Yamada;Talk;Maybe we should just stream it as a no-audience concert and act like it was supposed to be that way from the start.
1771;1;8;Bocchi the Rock;Nijika Ijichi;Talk;We're not doing that! It's way too late to get anyone to tune in, and we've already got a couple people here...
1772;1;8;Bocchi the Rock;Hitori Gotou;Talk;I-I-I-It'll be okay! A-As long as we have p-people waiting to see us p-perform!
1773;1;8;Bocchi the Rock;Nijika Ijichi;Talk;Don't you dare! She's evolved somehow...
1774;1;8;Bocchi the Rock;Ikuyo Kita;Talk;It's just about start time, and there's really not many people out there...
1775;1;8;Bocchi the Rock;Nijika Ijichi;Talk;But the other bands' fans are here too, and I'm sure they'll all listen to us!
1776;1;8;Bocchi the Rock;Ryo Yamada;Talk;And I'm sure more will arrive if we start.
1777;1;8;Bocchi the Rock;Concertgoer;Talk;Hey, you ever heard of this first group? Kessoku Band? Don't know. Don't care. Yeah, seems like a waste of time.
1778;1;8;Bocchi the Rock;Nijika Ijichi;Talk;W-Well, we're new, so of course no one knows us! Don't let it get you down!
1779;1;8;Bocchi the Rock;Ikuyo Kita;Talk;E-Exactly!
1780;1;8;Bocchi the Rock;Ryo Yamada;Talk;Don't sweat it. Don't sweat it.
1781;1;8;Bocchi the Rock;Hitori Gotou;Talk;R-Right!
1782;1;8;Bocchi the Rock;Nijika Ijichi;Talk;O-Okay, it's almost time! Let's do that concert, you guys!
1783;1;8;Bocchi the Rock;Ikuyo Kita;Talk;A pleasure to meet you! We're Kessoku Band! We appreciate your kind attendance in spite of this awful weather!
1784;1;8;Bocchi the Rock;Nijika Ijichi;Talk;Kita-chan, that's way too polite for a rock band!
1785;1;8;Bocchi the Rock;Hitori Gotou;Inner Voice;I want my mango box! Actually, I want to disappear altogether!
1786;1;8;Bocchi the Rock;Ikuyo Kita;Talk;Well, let's get to that first song! Please lend your ears to our original song: Guitar, Solitude, and the Blue Planet!
